,author,like_count,text,timestamp
221,@vincentsoares836,1,Cant wait for the next episods! Bienvenue à Paris ✌️🇫🇷,
222,@letspetpuppies,0,no socks is nutty,
223,@dafferslittle-jones7447,0,Best sequel since Terminator 2.,
224,@HeadshotLocke,0,Clovis lives!,
225,@Vulcano92,3,"See, this is how you should visit Paris. Local restaurants, bars, cafés, have a chat with the locals, stay away from the crappy tourist areas, they&#39;re NOT Paris. Paris is not a museum, nor a monument, it&#39;s a lifestyle, you don&#39;t &quot;visit&quot; Paris, you live Paris",
226,@jacobmoore6500,1,Clovis + Action in Paris is and always wil be my favourite thing on youtube,
227,@jwilliams6286,3,nothing more authentic than a polish dude cooking chinese in france...,
228,@victorvenet5623,0,Something happend when those two guys are together ! ❤️,
229,@Ian_777,0,"I’ve been waiting for this for so long, God is good",
230,@cheezytacos,1,Beautiful episode. There’s so many things I missed when I went to Paris years back. Makes me wanna go again,
231,@yogi6917,0,"Glad to see Action packin&#39; on the pounds again. Live your truth, king.",
232,@brandonschellhase5867,1,This is the show that the world needs!Man I missed this show! Long live Bam Bam! ✌️&amp;❤,
233,@lfeazell01,0,best series on youtube.,
234,@MM-ux7kp,0,DONT DRINK PISS. LOOK IT UP,
235,@kaelnahom1926,3,Might be one of my favorite episodes of FTD ever. Vibes are unmatched,
236,@sunnydaysoff,0,love love love this,
237,@e-ross5893,0,The poland spring bottle analogy was wild 😂,
238,@kevinoshea1329,0,Where can I purchase clovis&#39;s wine in NYC also would love to get my hands on the Cati Ribot vi bosquet?? Can anyone help me out?,
239,@Jake-tr5dh,0,"If there&#39;s a chef you admire, you gotta put em in a chokehold",
240,@Guitargate,0,Genuine question: why are the cigarettes blurred out sometimes?,
241,@Metroidsmashington,0,Man is ATROCIOUSLY French lmao,
242,@youngshark4822,0,This dude is so arrogant,
243,@thisisnotdimitri,0,Go to Greece next!,
244,@bmgmomo8842,0,"This shit is on Anthony bourdain and Andrew Zimmern level of food, travel, and people. Been a fan since FTD season 0",
245,@wideawakeanimal1,0,"It&#39;s the Multi-lingual, Bambino!!!",
246,@chirpy95442,0,GOOD SHIT ACTION,
247,@meeraaudio,0,The French have mastered the art of chilling and just hanging out,
248,@moreclips805,0,You need to take alchemist out so we can hear him complain,
249,@mattgron6913,0,Clovis english is so much worse than before i am fucking in love with it,
250,@aquariumfan2915,0,"fcking nice, don&#39;t like your music but like your food revieuws and your back ground from the kitchen.",
251,@justinp5483,0,Paris was probably the least fun I’ve ever had on a trip(granted I went alone) but I want to go back now lol,
252,@terremotocom,0,OMGGG YESSS!! Love the highlights of the wine and what they are. Omg I&#39;ve been waiting for this!! Thank you,
253,@dennisborgmeyer020,0,These episodes should last hours n hours❤,
254,@ninagarcia1578,0,Man such a huge fan. Really blown about the Baltimore show getting rescheduled from July to October and then getting canceled this week :(,
255,@dporras84,1,Clovis should have his own channel!!,
256,@mauricerey6263,0,this is the kinda stuff we need Amen,
257,@paolozeph,3,Early June is expensive af. It&#39;s a tourist restaurant. None of the parisians are gathering here.,
258,@edwins.9609,0,Please do Tokyo!!!,
259,@lukasarnold5368,0,The wait has finally come to an end! Those Bronson in Paris Season 1 Videos are part of my core memory,
260,@gabkmemes748,0,why is the cigarette censored?,
261,@BravoJohn790,0,Loving this guy!!!,
262,@hasbulla2012,0,I don’t drink wine but the won’t they drink on this channel looks unbelievably delicious,
263,@patrickbaum4858,0,I waited so long for this &quot;retours&quot;.,
264,@lexarus79,0,I swear I’m eating and tasting wine with these guys ! I wish I was eating and tasting wine with these guys !,
265,@bcv864,0,I really like to watch how you enjoy your life.,
266,@marnixmarquez5633,0,"That’s it? We better have part 3,4,5",
267,@halbehahn030,0,The Dreamteam is back!,
268,@randyschwaggins,0,Clovis is the sophisticated French cousin of Super Hans from Peep Show,
269,@fredonitch8761,1,Action is the only American who knows how to hold a glass of wine in his hand.,
270,@audrey20061,0,Over the years clovis went from looking like a functioning alcoholic to being a functioning alcoholic lol,
271,@blahblahh7249,1,why action and dj khalid talk like they are talking first time,
272,@nosaj9167,0,So you brought the bed bugs lzzzzzzzz,
273,@waynedelorey1056,0,From Paris with live part deux.............. Episode 1 lol,
274,@weedrburnsbridges,0,Love these. But ayo I just be waiting for body to pop out and he don&#39;t! 😢,
275,@brianpeterson5516,0,Clovis is the ultimate mushroom guide.,
276,@dharker7595,0,Clovis and your fine self need to do your take on parts unknown.. the two of you travelling together would be extraordinary.,
277,@jasonbrophy7921,0,I’m here for Clovis,
278,@principe7612,0,Waiting Years for This!!! Keep em Coming,
279,@CruxalYT,6,Mannnn to think of how much LIFE I&#39;ve lived since the first part of this glorious video 6 years ago! The first time we met the legend Clovis! This was an absolute treat thanks for continuing to be the best in this food / travel game!,
280,@Lpm920,0,Bronson. Come to Chicago.   I’ll show you how to bust out….  It’s hanging out South Side of Chicago in the 90s….There’s a certain way only neighborhood guys know how to do…,
281,@Lpm920,1,Don’t get it twisted.  They love Americans in Paris. Just be confident….,
282,@biluclan3078,0,I love this!,
283,@ARTOFFICIVL,0,anybody in the comments wanna have a talk about that three ingredients chicken orrr....,
284,@iamike8568,0,“There’s no such thing as time”,
285,@gorlami1,0,PART DEUX? WITH 3 years apart?!!!!!!! MAN YOU OWE US A 10 PART SERIES WITH THE SHAMAN CLOVIS IN THE EXTRAORDINARY PARIS,
286,@ImStuckInStockton,0,That girl was smuggling some serious raisins,
287,@One11ceo,1,God I hope he does a pop up like he normally does in philly this weekend. Also would love an Action wine list/blog,
288,@Alexis_Silva83,0,U know ma boy knows his food when that pinky goes up! 🤣🤣🤣,
289,@TheJaytotheBee,1,"Bro this series is insane, this is too good.",
290,@cheft1234,0,Clatissss,
291,@AZGMS,0,Ah man I just got back from Paris last month.. this shit got me depressed. All we did is eat and drink like this. Now I’m eating a sandwich at my fuckin desk at work lol,
292,@jez443,2,Clovis and Action Bronson what an iconic duo. Ya&#39;ll should just do a world travel show.,
293,@wizkidjosh,0,this is life as it should be,
294,@mathewsnook3803,0,"Just rich parisians doing rich rich Parisian shit , basically a lesser Floyd in Paris",
295,@elfamoso3805,0,Please go home.,
296,@klausmayer8770,1,Come to Berlin!,
297,@fuckstamford3639,0,did they blur his cig?,
298,@DavidAlxnder,0,"All I really care about is hanging out, too.",
299,@chickenbiscuitbabyyewww9580,0,You know Bronson being the specimen of excellence he is probably had those French sistas feeling like he was their Prince Charming,
300,@smarc1325,0,LOL Feeding those BedBugs Action...   Wonderfull Choice these Days.....,
301,@JP-rv6hg,0,I’ve been waiting years for Part Deux!,
302,@pedroathaydemendoza3903,0,Best video,
303,@renosance8941,1,This makes me happy in my soul. 🎉Edit: Clovis is high as shit! 🤣❤️,
304,@DrkWng17,0,and that&#39;s how bedbugs invaded queens lol,
305,@X9bobo6X,0,LONG LIVE CLOVIS,
306,@andrewhartsfieldii543,0,This series makes me so damn giddy I want to scream,
307,@mph3010,0,best f*cking thing I watched in a long time,
308,@morgangatto6326,0,THIS IS THE WAY !,
309,@alexvanpee6588,0,We are so back,
310,@saucesecrete,5,Love seeing the dynamic duo chilling together and eating good,
311,@1989red13bfc,0,Nothing beats good food good drink and good company.,
312,@MrSarcaa,0,We need a fuckthatsdelicious in Morocco,
313,@danielnoguera6418,0,best series,
314,@GR0U,0,Good thing the cigarette was blurred 😵,
315,@andreasschwarz4221,0,best duo ever! Where are clovis shirts from? Always fire.,
316,@Digitalgirl.mp3,0,Yay!!!!,
317,@treyday5200,0,Vice who?,
318,@jaredm730,0,"Clovis. Fukng Clovis.So many questions...Who? How? Why? Really?Absolute legend.*and, this dude spits? With homemade donkey leather moccasins? Dude&#39;s on Mt. Rushmore. Alone.",
319,@jewelsverne9027,0,"Arrivederci Motherfuckers should totally be an album title, or at the very least the name of a European concert tour",
320,@betavayne6745,0,WE BACK BABY! BEST SERIES EVER!,
321,@zeptosecond4106,0,Yo when are we getting a new season of FXCK that&#39;s delicious?!,
322,@simonlkdr8618,0,Bruh what kind of dentition dudes have,
323,@joshweiss4035,0,The legends are back!!!,
324,@cprickril,1,This just made my day! Great to see Clovis!✌️,
325,@martinpecheur-xh1qp,0,Next time try some local specialties at Stalingrad and Porte de la chapelle. You gonna love it.,
326,@josemare,1,the wine flow never stoppin throughout the vid is so real💯,
327,@stefanhougaerts4409,0,Come to Brusy Bru! aka Brussels baby,
328,@davidlazarus0189,0,Forget Jay-Z and Kanye in Paris. The truth is Action and Clovis in Paris. Merci les amis &lt;3,
329,@IndefiniteMark,0,Clovis and Action is a vibe,
330,@John-iy2ez,0,Man could voice of me having a shit and it would sound like some place you would wanna be,
331,@markushoffsten,1,100 ... / Sweden!,
332,@giselleveliz4145,0,Action Bronson!!! Lol,
333,@Usernamebeingused,2,I’ve watched two shows recently of Nz rugby players travelling France. Somehow Action &amp; Clovis capture more beauty &amp; soul of France in 10minutes than those guys did in an entire series 👌,
334,@Johnnytotal,0,"Stoned out of their heads, as always.",
335,@maarcuslau,0,We need this forever,
336,@KapetinHD,1,"Please, do an episode with the same concept in Rome!",
337,@excessivefarce2808,0,holy shit. stoked to see clovis again,
338,@henk-janwesterhof4088,0,Best content on Youtube!,
339,@sambhrantabashyal,0,Yooo the boys are back,
340,@lasagna_breath,1,Clovis is a genre all on his own. Love it.,
341,@MichellandJasonTravel,1,"All i can think about is that MAJOR BED BUG ATTACK RIGHT NOW IN PARIS. HEAVY IN FRANCE. Airlines are suffering, next door countries, hotels. the public. STAY SAFE OUT THERE BRAHHH. Fuck that french travel right now lol",
342,@srik88,1,"Awesome 🎉 let&#39;s get it, a series in any city he chooses; of Action, is what I&#39;d like.",
343,@AMckay94,0,I’m a big Bourdain fan… action is on the same legacy line,
344,@juliuspietsch809,0,this duo is is fucking incredible,
345,@alicemc8774,1,"More , more , more Action!! Your videos from Paris with Clovis are legendary ❤",
346,@justaddnoise,0,is the blurring of the cigarettes youtube?,
347,@paisano4450,1,why do you think masimo wine taste so good... ur ine  Europe bro !,
348,@tyleralphonso199,0,fuvkin love this shit,
349,@raff23able,0,Action is the closet thing to the impeccable vibes of Antony Bourdain. Down with people warmth pure Bon vivant. ❤,
350,@MeGusta761,0,Coke and weed 😊,
351,@JB-sv5pr,1,Pure magic every time ! My fave content on the planet,
352,@JB-sv5pr,0,“How to hang out” “All I wanna do is hang out” “I know bro!❤”😂,
353,@Zedozo,0,DAMNNNN WEE BACCCKKK LETS GOOOOOOOOOOOOOOOOOOO,
354,@inthegutter78,0,did they blur out the cigs for lolz?😂😂,
355,@sowrdee,7,Never fails. Wish these were half hour episodes minimum,
356,@richardburakov1998,1,"This september I was travelling around Europe and met up with my best friend in Paris. We went for a day trip to Giverny to check out Claude Monet&#39;s home. I brought some magic mushrooms with me from Netherlands where I just came from, so we had a nice little trip among the gardens that Monet painted in his work. It was a magical experience. Then we got back to Paris and went for a dinner to one of my favorite restaurants, smoking a joint right before it to enjoy the meal even more. That restaurant, called Tiger Tiger (widely recommended), is literally around the corner from where this episode was filmed - it&#39;s an area near Canal St. Martin and it&#39;s my favorite part of Paris - not at all touristic, full of gastronomic pleasure and a nice place to chill - whenever I go there, I feel like I live in Paris and not visit it as a tourist. After the dinner, we went to a Lebanese ice cream shop to eat booza, and to top it all off, we went for a nice little stroll down the Seine. It&#39;s days like these I will remember my life for. Because, as Action put it: all I really care about is hanging out",
357,@hris1473,25,"never let these series end,they bring me so much joy",
358,@mishukzoo,2,If this doesn&#39;t inspire you to go out there and live life at it&#39;s fullest I don&#39;t know what does,
359,@sessions22,0,Some tell me natural wines i can go buy right now i want to try these but i know I’ll pick the lemon lol put me on,
360,@vrostar,0,No fucking way,
361,@Digi123,0,You know your a G when you use chopsticks in Paris. lol,
362,@jeffreytubbs8262,1,"From Paris With Love needs to be a recurring TV show. Bring back the old crew as well, Mayhem, Bes, and Alch",
363,@Timxtrem1,0,“ALL I REALLY CARE ABOUT IS HANGING OUT” - ACTION,
364,@paulegstring,0,Anyone is better than Body ; thank the good lord for Clovis,
365,@KingDennisJensen,0,This makes me want to lick my monitor.,
366,@Jizzzor,0,All I really care about is hanging out :) Word :),
367,@charliep9066,0,"Natural wine is flawed wine. It&#39;s a fun easy drinking wine, but not serious wine. Action would like vinho verde from Portugal.",
368,@zainhassan7537,0,IN Paris With Bed Bugs,
369,@adolforedano5917,0,King,
370,@bigbelix,0,Lmao why are they censoring Clovis dart in the intro?,
371,@ICV26,0,Bronson just knows how to live.,
372,@jizzo3,0,Never stop!,
373,@cushmanexpedition,0,"When your Hanging Out 101 class comes out, let the people know 😂. Love to take it. Keep spreading the love action",
374,@katosigmarsrensen2343,0,Love it,
375,@user-vg5rv5xf4u,0,Action Bronson &quot;This is the piss I would drink&quot;,
376,@sean1232,0,parigi is italian xd,
377,@emi786,0,"I always watch your show when I&#39;m eating, otherwise, it&#39;s a bit to hard to watch, next thing you opening the fridge doors..",
378,@lkhrispy8594,0,MY FAVORITE SHOW OF ALL TIME,
379,@FishyMango,0,The dude behind them @ 3:35 is so fucking blasted that he&#39;s cross-eyed,3:35
380,@010FRnr1,0,Natural wine suck though...tastes like Very sour grape juice. And it&#39;s very expensive... For the rest I love the food they eat,
381,@JordanLR,0,Disclaimer guys drinking your own piss isn’t good for you 😂,
382,@timbuktu777,0,Try not to go back to the states with bedbugs Action!,
383,@filippo4755,0,Best series fuck yeahhh,
384,@thunderinaspic,0,Camille can have my heart,
385,@Seiji504,0,We lost Anthony Bourdain but thank god we have Action Bronson.,
386,@Seiji504,15,I prolly watched the Paris series with Clovis at least 100 times. His energy with action is just 💯 Love to both of you.,
387,@Alan.livingston,0,"Love it. Just sitting on the street, eating, getting shitfaced, having a laugh.",
388,@J8D8,0,Natural wine and fried chicken.. that should be a thing!,
389,@MPOTW,2,"Matching up to the quality and vibe of the original From Paris with Love was going to be difficult - I think you&#39;ve done it Action, well done.",
390,@dominic7178,1,Love these episodes,
391,@philpheburbs,0,"Man, this show has drifted so far from what made it unique in the first place: a no nonsense rapper checking out excellent authentic, but non-establishment, food joints off the beaten track... On all these recent episodes, it&#39;s just a bunch of old wealthy men in fine dining environments - just like traditional cooking shows. WHAT&#39;S THE POINT?",
392,@zymonparty9735,0,clovis is Jean Dujardin with long hair.,
393,@paulmikael7955,0,"Bestshow ever. Everting u need. Paris, wine, Clovis and Bronson. I see the Y show, i never finish them. Paris min amour:)",
394,@Untheiceman,1,Iceman XQ here glazing drumsticks like a superbowl party pounded white pepper corns flavoring your taste buds will be savoring Putting hearts under siege favorably,
395,@oliverkovarik5791,0,GREAT BUT MAKE THEM LONGER,
396,@davemale,0,I drink too much but there is no way they are remembering that last meal lmao,
397,@oliverkovarik5791,0,Clovis is something else,
398,@Jeffadw,2,"What a nice addition to the series to light out the wines and show the names etc.! In the past series in Paris en Barcelona I tried and tried to read the labels while Action and Clovis were drinking them, but never managed to find the bottles 😅😂",
399,@ballcardaddicts9452,0,TOP NOTCH VIEWING,
400,@jeejbeej,3,"This is amazing, I was a bit worried it could never match the original, but I was wrong.",
401,@EliaMedri,1,"Action and Clovis one of the best couple ever, i miss this good energy so much!!! so happy you made another video together",
402,@phillipmelendez2826,0,They blurring the joints now?? Makes me feel like an og for having seen other vids he&#39;s done with Clovis,
403,@whyaretheyalltaken,1,"In love with these series. Clovis is my hero,",
404,@l29z,0,3:25 secret icespice cameo in the back,3:25
405,@phatop10,0,"I wanted  to drink some wine 🍷while I was  watching this, and I dont even drink alcohol.  🥂",
406,@kamas5779,1,the only thing which i got from this episode is thay Action MUST take a walk to Poland and try food there... this would be EPIC,
407,@Roger-tv7sf,1,Beautiful laughs never had natty wine might have to try keep it up champ,
408,@pacizalive1759,2,"as a Parisian die hard fan of Bronsolini, this series just sparkles my eyes up",
409,@brpk6631,0,Clovis my mannnn,
410,@klarkolofsson,0,Celebrating life!,
411,@DrBurko,1,The best! I can’t get enough of Action and Clovis.,
412,@user-bc1rk9km4i,0,OH YES ! The  Legendary Part 2 !!!,
413,@papaspears5035,0,Loving it baby. I Got the book now you&#39;re popping off like Michael Floyd. Check him out. He&#39;s dead now but he&#39;s a rock star super chef in my eyes.,
414,@MrDaminou,0,it&#39;s &quot;Le retour&quot; and not &quot;Le retours&quot;,
415,@deniztav,0,fuck yeah,
416,@esa1002,1,i love this kind of duo... Action x Clovis,
417,@toppelepoppe,0,Where is PART ONE?,
418,@The_Fazz,1,"unreal episode, god damn id share a wine with action any day",
419,@mr_ambles,0,"King Babass, Prince Clovis and Mr. Delicatessen 🧠",
420,@johnmcauslan4620,0,Bro no way we got another FTD in Paris with Clovis. 🎉🎉🎉,
421,@MikeD-hn9hf,0,Yoooo I have to stop watching this until I have enough doubloons to teleport 🙈,
422,@hannahraedobre,0,‘I’m going to share with the ladies’ 🥺,
423,@owenhido,0,The best series ever,
424,@eurobubble7068,1,"nothing more french than drunk, open shirt Clovis.",
425,@blels222,0,Yo Bronson can you make a list of wine we can get out here in the US seeing you drink wine makes me want to try it !,
426,@bavariasuhl,0,wheres part 1,
427,@Scuuuuuubbaaaaa,0,Incredible watch,
428,@victorlui5955,0,I wantbto be the natural wine &amp; fried chicken pairing 😍🖤🥰,
429,@victorlui5955,0,"Hi Mr. Action Bronson!!! Imma wild turkey mixed with corn bread &amp; a wheat thin!!! Muahahahaha!!! Oh, Mr. Clovis!!! 😍🖤🥰🍻🍺",
430,@JohnSmith-xn3yg,0,Blur the cigarette like a Japanese girl&#39;s tuna taco.,
431,@shreekarki1771,0,I want a gentle kiss from Action,
432,@luisvanegas1039,0,My new goal in life it to make enough money to live like this!,
433,@user-mr2bk7ku9x,1,God damn it I love Clovis even more after this episode lmao DUDE IS A VIBE!,
434,@giovannimaccarone9352,0,Murse,
435,@BaltimoreBrooks,0,sad you canceled baltimore hope everything is okay!,
436,@jamespayne9218,0,Why are they blurring the cigarette?,
437,@j0sh707,0,They really blur a cigarette?,
438,@Andrewnutrition,2,This series needs a Pulitzer prize,
439,@Andrewnutrition,0,This series needs a Pulitzer prize,
440,@southerncruiser1281,0,Best show on earth. This is what heaven will be like.,
441,@Djahpa,0,Muito bom fio,
442,@bethdoublekickchick8007,0,Really?  They had to blurr out the cigarette?  Censorship is out of control 😂,
443,@mikeyestrada1674,0,DENMARK DO DENMARK,
444,@joefyke4868,0,We need more!,
445,@AbsentSilhouettes,0,"The absolute cure for my sessonal depression, thank you.",
446,@Atomicpunk101,1,The best content on youtube - outrageous that we get this for free. Ty bronsolino,
447,@user-nh1yi1ry3r,0,Them two fire together man best duo on food,
448,@IBringTheNapkins,0,No one shows it better than BRON,
449,@RealNyGiantsMafia,0,That Bosquet natural wine looked &amp; poured out like back in the day St Ides flavored 22,
450,@MedelGeorge,0,Give me a HELL YEAH!,
451,@SACRIFICE363,0,since the EP01 they look so old lol,
452,@aaronkirkland212,0,The god of entertainment laying it down home style.,
453,@dam8087,1,"Action, Clovis, wine, weed and amazing food is ALWAYS top content",
454,@wyetti,1,Lemme get about two more hours of this,
455,@isaiahrivera1720,1,Every single thing on this episode looked 🔥🔥,
456,@herts9999,0,That&#39;s the juice!,
457,@nailzbyalisha-rf7um,0,you are a cool guy,
458,@francoissuave6389,0,When was it?? Too bad i didnt spot you around,
459,@angelmendible,0,So happy you brought him back the French guy he is a kool kat,
460,@kingkush0,0,I miss the old show.,
461,@travisdove3974,0,Lmao why they blurr out him sparking up a cig ahhahah,
462,@brianbenedict8374,1,These are the best vids no matter where you are!!!,
463,@calvindirkmaat,0,Deeelish,
464,@joshhillis7388,0,"My god, I love you and Clovis... But no one needs to drink piss for Gatorade.. get that out yo life",
465,@georgekoudsie7284,0,Please keep calm sm timesToo much talking when no needeed,
466,@ScarThevillain,1,Damn this Brought back memories from the early travel vlogs back when no-one believed in the process man still making shit happen. That’s dope asf,
467,@SuperDodoe,0,"one of the best if not the best episode yet,  ty",
468,@alexbaek4744,0,"Idk why but I get Bourdain vibes from Bronson, the greats 🙏🏼",
469,@spoken2,0,Clovis is still alive ??? My guys 😂,
470,@sid_in_850,0,Fuck that looks delicious!,
471,@manueltrujillo806,0,I wanna be as cool as you Action 😩 the GOAT,
472,@toxictator4561,0,Flawless Victory .,
473,@nghiemle5770,0,3:09 Clovis just hugging Action so hard.,3:09
474,@jonderic,2,"Action blessing us with another Paris trip. Good to see y’all here once again, hope everything’s doing well.",
475,@vincentcohen2164,0,this takes me back to being a stoned 15 year old dreaming about walking the streets of paris smoking hash and drinking wine,
476,@twokings8634,0,This is a piss I would drink.,
477,@alexandercavazos2732,0,I was trippin cuz I swear I seen a video with this title before but I saw the time stamp and got excited anyways 💯❤️‍🔥😮‍💨,
478,@calzzz5610,7,"I was just telling my friends the other day how the first part to this series is one of my absolute favourites on YouTube. This is such a blessing, thank you Action ❤",
479,@tractioncontroloff9796,0,Hanging out really is the best! I never really thought about how much I like it! To hangin’ out 🥂,
480,@MikeGomez-hw2kp,0,he needs to hit up CDMX one day for an episode,
481,@brianroy7382,0,Paris is to be experienced luvs all,
482,@bob-yu7mq,0,Where’s mayhem and body?,
483,@jamesrjoslin,0,"This, so amazing !",
484,@TheBdomijan,2,Love me some Clovis in your episodes!!! i can tell he knows how to PARTY in the correct way!!!!.....yes sir!!!!,
485,@TheNickle166,0,damn two Arbois Pupillin Houillon&#39;s like it&#39;s nothing 💀,
486,@tonybehaviour9945,0,YEEEES !,
487,@DidierH7,0,8:35 lmao,8:35
488,@drinkM8JITO,0,WHERE IS THE REST ????,
489,@ludwigsagan9663,0,South america is waiting for u actioon,
490,@saraiedana2221,0,Your France videos are my favorite,
491,@T_Dot94,0,That French dude looks and sounds like he&#39;s from an Action Bronson song.,
492,@marcorizzolo5618,1,I hope trough you guys people get more and more into natty wines! xx,
493,@EuleFtw,1,"I can surely speak for many, we need more of this!",
494,@alique3900,0,"like a little kiss, no tongue",
495,@russasher6962,0,The Passion Shines ThroughThanks for Sharing the UpliftThe People that makes these places what they are.Plus Ses Change Right.LIFE is A Gift be Present,
496,@cradle1one,0,"id compare this series to the modern day parts unknown, truly an experience.",
497,@jacksondale6618,1,So excited for this journey again!,
498,@bigfootseahawk9997,0,This made me not want to go to Paris 😂 Im good bruh,
499,@mjdf122,0,Me Action and Clovis had many of great times at VICE Media,
500,@mjdf122,0,Ochin Clovis 🍇 the good days,
501,@mjdf122,0,Any corner you stand on is charming,
502,@patrickwalsh2869,1,"I got into Natural Wine from the first time I saw Action Drink Susucaru. I went to my now favorite wine shop Maine &amp; Loire here in Portland Maine. They changed my life. Years later, when I was heading to Paris, the owners of that special wine shop told me I HAD to go to Early June. I went, ordered the entire menu and THEY changed my life too. Now to see Action going there and experiencing that is wild. Natural wine, great food and hanging out with beautiful people is what life is all about. From Portland With Love… 🤍",
503,@Motavation,1,"I always enjoy clovis in the videos, but this time around, he literally laughed at every word Bronson said.",
504,@markojovcic8917,0,"That is Crack ,like the whole Idea too .",
505,@CHICHI816,0,I been waiting for years for his return back to france,
506,@liou071,1,I live literally 10 meters away from the first place in the video. I cant believe these 2 legends were right next door and i missed them!,
507,@JBones07,0,Peace from California! ✌🏽,
508,@PursuingValhalla,0,we need an action clovis collab. for fucking real.,
509,@kennywise1,0,Clovis looking good bro 👌👍 more Clovis. Especially in nyc hood pizza spots yoo,
510,@patalo299,0,Ahah they’re back !,
511,@emileavon5162,0,merci!!!!!!,
512,@sebastianlohmann7544,6,Imagine hanging out with these guys. Couldn’t think of a better setting. Love yet another banger episode. Thank you.!,
513,@cantfrontonme,0,I wish this wine was sent to New Zealand 😭,
514,@YoungManDub,2,Where&#39;s Alc? Body? Mayhem,
515,@mattymystic2761,2,"BIG VIBES FROM CLOVIS N BRONSON, NOW ITS TIME FOR AN EPISODE WITH BODY AND MAYHEM!!",
516,@fuzzyscreentv9414,0,Fucking love action in fuck that’s delicious 😎,
517,@Cubinze,1,"Keep visiting other countries, I love seeing you explore the cultures.",
518,@jamesphillips5926,0,"On the piss drinking red wine , smoking malborough gold and eating good French food and French women. All in Paris ❤❤❤",
519,@kent-ingestensen5371,0,I love cloviss😂,
520,@davidobrien8477,0,Why blur the cigarettes?,
521,@lexthesavior,0,Can’t believe they blurred the cigarette,
522,@scotiscoti,0,FIRE,
523,@mgbdub2007,0,Perfection,
524,@enzo6804,0,yes,
525,@secretbandreappears244,0,&quot;all i really care about is hanging out&quot;,
526,@chrism992,0,Okay but where did he get the shoes?,
527,@matteotoso5763,1,What a vibe! Europe in a video !,
528,@marquezyoung8440,1,10:38 FIRE,10:38
529,@martinblattner9957,1,This is what it is all about! Enjoying life and good food and wine! Paired with the vibes of these amazing people!,
530,@SHPRDSofficial,0,"I get angry when i see a new ftd video, in a good way",
531,@Wishfuldrinking,0,Finally watched a video while eating. I still got hungry 🙏,
532,@AreyouthirstyTV,2,this show makes me want to get into wines.,
533,@kindablue1959,0,Drinking urine is not healthy or safe. This nonsense is old wives-tale stuff that has been 100% debunked by science.,
534,@SandroM_,1,"Only 10 minutes?Expected more, but was nice watching the new footage",
535,@604Anonymous,1,Love how he&#39;s transition from mainly rapping to food personality. Livin&#39; a wonderful life Action &lt;3 from Canada!,
536,@happythoughts700,1,"NO FUCKING WAY THIS ACTUALLY HAPPENED BROOOOOOOOOO I CAN FUCKING CRY HAPPY, THIS IS THE BEST. this fucking channel bro. Its too fuckng good. Everyone wanted to see this, and they did it. Every video is a classic, and this is legendary. thanks for this epic content lets FUCkING GO",
537,@ganjapatient0302,0,Peace from Berlin Brotha!,
538,@Burrr,0,action when is scHoolboy gonna get in an episode you two are hella funny together,
539,@vicjo12,0,CLOVIS is the man,
540,@brandonyttri459,0,&quot;all I really care about is hanging out&quot; ,
541,@TLVRBL,0,Another classic 🍷,
542,@vinbags,0,Brilliant!,
543,@Luka-hc5vx,0,Salute,
544,@Luka-hc5vx,0,Clovis the mad man,
545,@MetallFistGuitar,1,LOVE &lt;3,
546,@brodywinrow9222,0,Clovis needs to be in my life lol,
547,@justin-kurtgurel6829,0,10 minutes a outdoor seating area repetitive eating in paris city street,
548,@heisenbergwhite1776,0,Paris is lil africa,
549,@KingMichy,0,"&quot;There&#39;s a slew of characters that are always around, that make up the fucking fabric of chilling&quot;",
550,@alexanderriedl1213,0,monty python lol,
551,@m.gscott5972,0,This is ART ❤ i love u guys keep m coming,
552,@perry7777,0,The scallion pancake w the beef tongue/cheek had me lose my mind.,
553,@timothylunt2907,1,"Honestly, Action is the reason I&#39;m on the internet right now",
554,@tabby4489,0,just came to see what natty wine is going to be on my insta discover page for the next month x,
555,@whitebuffalo4904,19,"man, i could not stop grinning ear-to-ear watching this. for as at-home as action is in new york, i feel like he&#39;s especially in his element in paris (and europe in general). it&#39;s so beautiful observing him like that. and ochin brings the best out of him always over the years- brilliant friends/collaborators. fucking love this, cannot wait for what&#39;s to come. yo action, you gotta&#39; get a crib over there in time- you belong there! 6 months there, 6 months there, let&#39;s go!",
556,@mikeoxlong5342,0,Anthony Bourdain would be proud my friend. Love.,
557,@ericfernandeske,0,Amazing show … Love from 🇰🇪,
558,@julianrios4066,0,Clovis laughs. i laugh,
559,@miguelramirez7175,0,🐐🐐’s,
560,@deansarsfield2485,1,king clovis. these 2 need  a weekly show.,
561,@franks9753,1,"Starting in Saint-Denis. Thats a shitty neighborhood bro 😂 didnt know you can eat and drink the good Stuff there 😮🎉 why are the sigarets blokked? Whats wrong with smoking? Hasj, weed, sigarets wine whiskey good food. That enjoying life",
562,@mazerrackham5959,0,Complicate summer 😂😂😂,
563,@newthrash1221,0,Hella respect for keeping your operation independent when i know y’all probably have tons of offers to sell out your integrity.,
564,@GlacierSound,0,Great.,
565,@CMH2THJ,0,This dude gettin a little soft with them man hugs and man purse,
566,@lostlegend710,1,Comedy in Paris took a hit,
567,@Strive4Greatness424,0,Bruh we miss the boys vlogs,
568,@ambientfrequencies2678,0,Come to south africa bron,
569,@DreamcastQ,1,The return of king Clovis,
